Beras Bengawan (Kg),Beras Mentik (Kg),Beras Ir 64 (Kg),Gula Pasir Dalam Negri (Kg),Bimoli Botol / Kemasan (Sps) (620 Ml),Bimoli Botol/Kemasan (Sps) (2 Liter),Tanpa Merk / Minyak Curah (Kg),Daging Sapi Murni (Kg),Daging Ayam Broiler (Kg),Daging Ayam Kampung (Kg),Telur Ayam Ras / Petelur (Kg),Telur Ayam Kampung (Kg),Susu Kental Manis Merk Bendera (397 Gr/Kl),Susu Kental Manis Merk Indomilk (390 Gr/Kl),Susu Bubuk Merk Bendera (Instant) (400 Gr/Dos),Susu Bubuk Merk Indomilk (Instant) (400 Gr/Dos),Jagung Pipilan Kering (Kg),Garam Bata (Buah),Garam Halus (Kg),Tepung Segitiga Biru (Kw Medium) (Kg),Kacang Kedelai Eks Impor (Kg),Kacang Kedelai Lokal (Kg),Indomie Rasa Kari Ayam (Bungkus),Cabe Keriting (Kg),Cabe Biasa (Kg),Cabe Rawit (Kg),Bawang Merah (Kg),Bawang Putih (Kg),Ikan Asin Teri (Kg),Kacang Hijau (Kg),Kacang Tanah (Kg),Ketela Pohon (Kg),Kol/Kubis (Kg),Kentang (Kg),Tomat (Kg),Wortel (Kg),Buncis (Kg),Semen Gresik (40 Kg),Semen Tiga Roda (40 Kg),Semen Holcim (40 Kg),Semen Padang (40 Kg),Semen Tonasa (40 Kg),Semen Bosowa (40 Kg),Ikan Bandeng (Kg),Ikan Kembung (Kg),Ikan Tuna (Kg),Ikan Tongkol (Kg),Ikan Cakalang (Kg),Kayu Balok Meranti (4 X 10) (Btg),Papan Meranti (4M X 3Cm X 20Mm) (Lembar),Triplek (6Mm) (Lembar),Besi Beton 6 Mm (12/9M) (Btg),Besi Beton 8 Mm (12/9M) (Btg),Besi Beton 10 Mm (12/9M) (Btg),Besi Beton 12 Mm (12/9M) (Btg),Paku Ukuran 10Cm (Kg),Paku Ukuran 2 Cm (Kg),Paku Ukuran 3Cm (Kg),Paku Ukuran 4Cm (Kg),Paku Ukuran 5Cm (Kg),Paku Ukuran 7Cm (Kg),Gas Elpigi 3 Kg (Kg),Pupuk Kcl Non Subsidi (Kg),Pupuk Npk Non Subsidi (Kg),Pupuk Sp 35 Non Subsidi (Kg),Pupuk Urea Non Subsidi (Kg),Pupuk Za Non Subsidi (Kg)
10399,10162,8797,11490,11759,26702,11303,106448,29198,57832,19361,36249,9953,9668,38217,35936,6063,1458,8737,7660,8380,8292,2237,16302,15654,14599,19405,20226,61385,18341,24322,3353,6172,13486,5772,10051,9058,48647,45666,46194,46109,45788,45994,25062,26537,32640,25810,26897,93820,99155,74090,21998,34196,52381,73303,12927,14639,14110,13674,13312,13078,17491,5591,6961,3699,3766,3225
10410,10161,8797,11509,11731,26699,11302,106571,29042,57929,19379,36249,9953,9672,38245,35798,6076,1443,8728,7643,8381,8268,2231,16388,15509,14703,19319,20019,61084,18384,24317,3349,6098,13414,5788,10103,9049,48661,45638,46158,46152,45750,46089,25081,26665,32651,25998,27067,93687,99803,74038,22101,34294,52512,73846,12936,14646,14115,13686,13317,13092,17496,5568,6966,3713,3766,3231
10404,10128,8797,11505,11793,26682,11285,106558,29026,57841,19368,36240,9948,9671,38266,35903,6073,1432,8634,7654,8412,8294,2229,16234,15374,14664,19434,20124,61791,18392,24287,3349,6157,13440,5664,10072,8841,48694,45739,46202,46152,45673,46065,25108,26681,32674,26012,27067,93687,99754,74038,22003,34266,52521,73962,12936,14646,14110,13677,13326,13083,17500,5589,6966,3707,3769,3220
10424,10121,8805,11528,11770,26701,11300,106693,28913,57879,19367,36288,9952,9676,38228,35903,6083,1442,8644,7640,8451,8291,2231,16188,15308,14783,19425,20012,61380,18478,24229,3362,6139,13517,5661,10021,8848,48464,45752,46094,46196,45673,46113,25104,26628,32651,26072,27088,93687,99754,74124,22040,34332,52540,74087,12922,14641,14110,13677,13271,13083,17514,5568,6966,3704,3766,3213
10403,10144,8796,11512,11777,26677,11318,106446,28772,57757,19475,36240,9948,9677,38263,35925,6066,1485,8531,7641,8415,8229,2229,15881,14890,14663,19457,19931,61916,18384,24205,3345,6124,13539,5655,9953,8543,48589,45576,46095,46152,45635,45970,25011,26612,32698,26021,27062,93780,99035,74142,22054,34201,52586,74298,12977,14641,14128,13700,13330,13119,17496,5582,6968,3703,3763,3234
10412,10149,8800,11494,11806,26689,11319,106418,28601,57685,19480,36212,9952,9685,38226,35958,6062,1420,8559,7607,8401,8273,2233,15902,14727,14509,19214,19767,61357,18430,24235,3349,6013,13504,5655,9794,8382,48677,45595,46022,46109,45596,45804,25087,26821,32635,26012,27042,94514,99732,74380,22384,34295,53398,75049,13070,14751,14187,13755,13407,13196,17477,5631,6933,3734,3721,3239
10410,10142,8793,11475,11825,26696,11317,106423,28509,57750,19503,36256,9957,9695,38246,35945,6044,1389,8576,7611,8379,8257,2231,15799,14803,14343,19141,19708,61076,18452,24204,3346,5967,13503,5596,10682,8141,48581,45515,46048,46152,45596,45875,25058,26667,32628,25966,27010,94466,99057,74390,22559,34807,53483,74976,13051,14726,14213,13762,13421,13208,17523,5630,6928,3719,3757,3266
10415,10142,8807,11443,11744,26688,11278,106476,28500,57888,19480,36279,9957,9691,38220,36018,6029,1384,8507,7636,8430,8287,2240,15657,14608,14172,18997,19764,62050,18413,24217,3326,5935,13451,5526,9699,8139,48567,45437,45995,46152,45596,45875,25150,26580,32512,25700,26799,93873,99986,74104,22479,34808,53460,75168,13014,14600,14211,13778,13404,13202,17527,5548,6859,3695,3757,3223
10422,10155,8817,11441,11737,26686,11304,106497,28500,57642,19419,36204,9948,9687,38223,36025,6010,1391,8539,7657,8407,8265,2238,15350,14335,13978,18927,19601,61627,18321,24125,3336,5954,13467,5566,9823,8047,48572,45427,46005,46109,45558,45804,25062,26574,32506,25586,26758,93900,99352,74420,22437,34692,53357,75053,13009,14728,14220,13759,13404,13193,17496,5548,6859,3692,3757,3234
10424,10141,8832,11465,11759,26705,11311,106789,28596,57531,19395,36266,9952,9683,38225,36018,6021,1401,8551,7683,8448,8289,2244,15273,14219,13890,18735,19602,61754,18320,24100,3352,5907,13451,5534,9809,8019,48549,45365,45911,46021,45519,45756,25053,26721,32430,25663,26651,94007,100437,74349,22521,34752,53451,74928,13046,14783,14216,13773,13404,13194,17518,5570,6899,3692,3757,3223
10417,10146,8835,11461,11759,26673,11310,106422,28637,57482,19393,36421,9956,9685,38247,36080,6038,1380,8439,7688,8444,8311,2242,15274,14241,13924,18761,19528,61776,18281,24141,3346,5940,13481,5577,9765,7862,48541,45352,45855,45891,45519,45695,25092,26636,32464,25652,26420,94137,99493,74298,22503,34733,53524,75167,13028,14765,14210,13750,13411,13201,17505,5613,6819,3680,3744,3218
10427,10159,8837,11413,11749,26654,11290,105654,28709,57201,19427,36312,9954,9687,38282,35917,6029,1376,8480,7677,8454,8306,2244,15478,14409,13689,18537,19539,61954,18252,24063,3314,5910,13458,5511,9822,7648,48585,45499,45984,46065,45519,45756,25020,26681,32523,25613,26672,93993,99690,74274,22498,34780,53507,75115,13018,14811,14266,13796,13431,13211,17527,5572,6884,3684,3769,3242
10450,10172,8859,11430,11823,26723,11327,106369,28736,57218,19305,36369,9967,9695,38268,36021,6028,1381,8517,7668,8441,8327,2245,15663,14548,13564,18458,19575,61971,18321,24118,3385,5933,13431,5531,9862,7678,48505,45457,46038,46065,45519,45677,25082,26734,32482,25634,26495,94404,99906,74282,23160,34662,53612,75157,13047,14817,14280,13801,13467,13248,17555,5615,6917,3702,3767,3254
10491,10158,8845,11413,11673,26624,11323,106497,28732,57241,19306,36394,9959,9682,38299,35970,6017,1343,8388,7675,8498,8305,2239,15549,14350,13387,18290,19577,61916,18365,24113,3387,5772,13403,5509,9828,7594,48523,45176,45775,46295,45109,45599,24911,26533,32561,25422,26403,93872,99557,74657,22731,34801,53517,75190,13014,14642,14176,13817,13476,13243,17561,5578,6913,3679,3772,3257
10453,10194,8844,11405,11738,26720,11360,106305,28736,56869,19282,36703,9979,9679,38262,35911,6049,1239,8419,7734,8481,8343,2245,16033,14608,13645,18425,19484,61879,18343,24189,3391,5890,13536,5499,9841,7625,48598,45355,45952,46283,45854,45969,25104,26658,32482,25652,26663,93912,100157,74564,22635,35069,53797,75515,12966,14629,14087,13697,13313,13168,17566,5547,7118,3788,3862,3338
10482,10153,8871,11372,11735,26619,11341,106294,28566,56950,19239,36402,9944,9677,38180,35899,6025,1292,8442,7677,8442,8337,2243,16027,14723,13084,18139,19204,62296,18318,24147,3346,5789,13412,5440,9768,7388,48541,45366,45876,46114,45660,45799,24969,26581,32082,25595,26417,94209,99543,74610,22564,34920,53663,75369,13037,14800,14194,13791,13417,13213,17505,5547,6833,3692,3728,3239
10493,10182,8885,11343,11717,26623,11334,106261,28583,57076,19190,36224,9944,9677,38201,35947,5994,1169,8331,7689,8433,8332,2234,15916,14319,12873,18074,19126,62493,18354,23983,3341,5793,13317,5391,9688,7356,48095,44955,45356,46114,45660,45799,25201,26170,32081,25572,25953,93860,99239,74406,22578,34958,53741,75427,12991,14783,14174,13789,13422,13206,17523,5530,6886,3681,3755,3233
10497,10236,8914,11359,11684,26596,11328,106296,28648,57165,19132,36224,9942,9671,38300,36026,5988,1168,8276,7675,8414,8308,2235,15905,14471,12786,17859,19033,62537,18161,23909,3347,5790,13413,5380,9804,7421,48357,45393,45840,46114,45660,45799,25229,26181,32186,25530,26214,93927,99070,74547,22596,35206,53862,75316,13018,14783,14183,13798,13431,13225,17523,6135,6886,3680,3755,3233
10492,10236,8950,11319,11644,26616,11333,106478,28617,57210,19063,36196,9961,9687,38314,36042,5969,1173,8225,7677,8388,8301,2241,15994,14548,12622,17602,18893,62632,18223,24122,3328,5788,13452,5469,9786,7367,48330,45331,45819,46159,45660,45799,25201,26096,32151,25471,26063,92945,99710,74476,22727,35117,53984,75854,13028,14756,14193,13798,13436,13234,17532,5566,6859,3681,3744,3235
10518,10239,8936,11295,11622,26598,11351,106400,28504,56996,19067,36150,9952,9692,38325,36109,5952,1290,8265,7658,8366,8296,2243,15750,14486,12396,17378,18773,62597,18201,24087,3335,5699,13419,5271,9695,7260,48391,45469,45826,46159,45700,45872,25182,26112,32198,25484,26094,93937,99194,74245,22836,35533,54098,76106,13093,14826,14271,13888,13495,13290,17509,5544,6887,3708,3716,3223
10524,10259,8954,11293,11676,26610,11352,106316,28325,57315,19057,36393,9951,9690,38316,36099,5996,1159,8290,7666,8361,8325,2240,15939,14508,12360,17346,18736,62339,18295,23996,3338,5643,13427,5269,9653,7227,48381,45512,45870,46205,46021,45994,25226,25984,32271,25415,26084,93908,100341,74335,22806,35548,54272,76165,13113,14843,14292,13877,13481,13278,17509,5538,6879,3692,3701,3226
10527,10255,8966,11305,11652,26574,11380,106409,28210,56848,18974,36105,9948,9688,38325,36099,5996,1181,8238,7663,8391,8288,2242,16054,14530,12217,17372,18760,62084,18296,24083,3332,5693,13458,5280,9589,7157,48444,45485,45839,46205,45820,45872,25261,25979,32244,25439,26094,94641,99978,74293,22855,35619,54269,76462,13117,14845,14294,13888,13486,13294,17523,5544,6877,3719,3716,3205
10519,10244,8971,11278,11741,26605,11388,106474,28037,56883,18925,36069,9945,9684,38329,36068,6000,1190,8189,7632,8379,8312,2241,16247,14449,12151,17342,18578,62164,18224,24053,3331,5628,13418,5297,9537,7154,48280,45336,45549,46205,45820,45686,25254,25880,32329,25560,26073,94950,99629,74350,22902,35736,54411,76743,13127,14855,14316,13901,13524,13335,17542,5574,6855,3717,3716,3193
10514,10262,8955,11313,11691,26591,11401,106400,27932,57094,18906,36580,9984,9699,38355,36166,6019,1182,8238,7686,8414,8323,2241,16101,14495,12411,17150,18488,61134,18342,24118,3382,5638,13526,5356,9523,7207,48243,45283,45098,46205,45700,45581,25390,25989,32186,25599,26361,95136,99485,74571,23003,35865,54358,76601,13088,14671,14191,13760,13407,13279,17563,5616,7099,3835,3819,3296
10520,10288,8950,11301,11741,26583,11387,106430,27820,57270,18826,36211,9944,9677,38319,36182,5964,1233,8133,7662,8355,8323,2243,16052,14407,12164,17092,18418,62243,18317,24083,3325,5620,13468,5313,9478,7164,48261,45262,45370,46205,45700,45581,25301,25882,32229,25669,26176,94641,98179,74131,22998,35916,54382,76714,13123,14839,14302,13889,13486,13307,17514,5546,6848,3732,3731,3222
10546,10255,8977,11300,11709,26587,11373,106412,27587,56866,18726,36209,9955,9700,38334,36139,5975,1285,8216,7626,8386,8309,2241,16193,14556,12171,16704,18245,61580,18291,24096,3291,5473,13412,5289,9448,7263,48124,44957,45049,46250,45740,45147,25224,25750,32081,25613,26195,94683,99343,73323,23074,36043,54779,76029,13117,14864,14285,13930,13528,13332,17523,5481,6876,3724,3711,3210
10559,10257,8976,11265,11763,26529,11367,106161,27563,57000,18623,36158,9944,9688,38319,36166,6009,1174,8209,7586,8365,8308,2247,16514,14513,12100,16737,18031,61712,18152,24031,3296,5489,13313,5243,9265,7207,48123,44934,45169,46071,45521,45007,25254,25940,32265,25538,26263,95169,99594,74574,22969,35907,54635,76901,13125,14905,14317,13957,13558,13356,17514,5596,6766,3744,3705,3203
10558,10288,8982,11259,11811,26535,11370,106246,27518,56946,18564,36174,9936,9680,38352,36134,6010,1193,8169,7598,8379,8235,2243,17326,14392,12247,16550,17921,62296,18132,23978,3322,5481,13259,5250,9269,7159,48093,44935,45165,46023,45700,45164,25393,25887,32188,25556,26276,94821,99652,74476,22945,35899,54305,76825,13113,14888,14325,13953,13552,13354,17542,5604,6880,3714,3717,3228
10552,10262,9006,11259,11812,26515,11362,106351,27566,56955,18592,36271,9939,9684,38335,36183,5981,1232,8216,7581,8364,8323,2243,17284,14490,12528,16293,17811,62313,18211,23925,3303,5504,13348,5280,9328,7094,48102,44914,45165,46023,45700,45096,25464,26048,32209,25586,26426,95050,99250,74563,22979,35861,54603,76670,13123,14858,14264,13896,13557,13344,17514,5608,6891,3744,3717,3243
10553,10253,9014,11284,11764,26539,11347,106252,27548,56723,18609,36125,9935,9678,38339,36223,5978,1186,8142,7601,8388,8281,2244,17722,14703,12325,16177,17876,62076,18230,24120,3300,5493,13310,5177,9338,7167,47858,44820,45408,45932,45700,45096,25331,26027,32151,25576,26205,94528,98343,74189,22950,35857,54560,76692,13098,14864,14271,13907,13519,13332,17514,5571,6877,3720,3722,3246
10572,10274,9004,11298,11699,26550,11379,106536,27723,56651,18712,36113,9937,9670,38348,36046,5966,1157,8022,7616,8454,8243,2238,17772,14656,12450,16371,17904,62212,18272,24013,3317,5520,13335,5221,9350,7290,48085,44727,45450,46025,45935,45155,25245,25907,32313,25628,26199,94500,99709,74371,23008,35706,54409,76663,13115,14816,14274,13964,13596,13351,17533,5571,6876,3722,3722,3228
10571,10246,9020,11295,11778,26572,11367,106200,27717,56567,18676,36128,9927,9674,38334,36094,6000,1194,8150,7600,8391,8234,2243,18409,14861,12521,16309,17765,62119,18176,23930,3307,5569,13300,5297,9323,7176,48069,44831,45401,45841,45700,44994,25331,26005,32105,25585,26292,94585,100045,74216,23017,35971,54631,76817,13117,14864,14346,13960,13565,13350,17518,5600,6894,3715,3724,3207
10580,10286,9023,11289,11801,26533,11314,106319,27704,56686,18753,36133,9895,9684,38353,36098,5967,1196,8191,7602,8345,8273,2248,19394,15055,12869,16084,17719,61856,18181,23932,3299,5478,13276,5186,9281,7412,48028,44805,45278,45738,45438,44757,25375,26011,32125,25507,26384,94645,99615,74549,23136,36100,54997,77216,13138,14899,14367,13988,13595,13386,17519,5592,6799,3735,3755,3245
10593,10293,9032,11290,11747,26469,11347,106339,27704,56629,18833,36019,9872,9670,38213,36127,6020,1151,8081,7626,8291,8191,2237,19463,15189,12809,16004,17535,61927,18217,23913,3309,5502,13233,5185,9272,7561,48041,44873,45332,45841,45660,44353,25502,26037,32151,25613,26344,94514,99828,74438,22979,35943,54593,76654,13131,14896,14346,13960,13575,13360,17518,5594,6893,3715,3740,3248
10593,10259,9047,11280,11801,26502,11312,106339,27713,56781,18890,36092,9874,9667,38314,36071,6037,1149,8168,7614,8335,8206,2244,19299,15002,12927,15987,17509,62071,18165,23874,3328,5437,13229,5233,9216,7543,47959,44849,45288,45795,45660,44814,25506,26149,32115,25705,26380,94500,99761,74438,23027,35905,54602,76606,13131,14915,14341,13970,13584,13350,17514,5594,6894,3715,3729,3254
10626,10291,9050,11282,11806,26483,11332,106167,27746,56725,18833,36214,9873,9668,38305,36091,6005,1131,8081,7626,8324,8197,2242,19611,15077,12962,15908,17374,61870,18149,23886,3331,5429,13278,5195,9240,7675,47884,44698,45217,45750,45479,44651,25651,26081,32200,25762,26442,94669,100955,74455,23017,35938,54704,76621,13123,14924,14340,13955,13566,13330,17505,5589,6855,3713,3715,3257
10631,10311,9063,11299,11716,26484,11332,106130,27583,56790,18880,36171,9878,9674,38314,36105,6056,1146,8084,7615,8331,8203,2244,19195,15069,12802,16052,17191,61993,18178,23896,3300,5424,13187,5132,9196,7787,47950,44820,45212,45614,45660,44737,25655,26239,32390,25631,26359,94683,99761,74398,23050,35986,54640,76644,13112,14882,14346,13951,13575,13350,17537,5594,6893,3717,3729,3223
10611,10317,9035,11292,11788,26545,11348,106228,27772,56896,18906,36149,9883,9682,38491,36194,6058,1157,7995,7599,8314,8168,2246,19290,15171,12809,16193,17118,62256,18252,23860,3329,5404,13263,5157,9246,7783,47986,44882,45269,45976,45854,44849,25689,26231,32429,25507,26326,94764,99818,74456,23089,36029,54796,76684,13126,14914,14358,13974,13572,13377,17519,5622,6830,3699,3739,3221
10613,10307,9040,11296,11759,26518,11327,106348,27667,56661,18909,36226,9889,9678,38343,36071,6040,1157,8017,7602,8323,8176,2243,19560,15273,12761,16200,17014,62119,18202,23917,3346,5374,13265,5163,9217,7771,47963,44809,45223,45614,45620,44699,25627,26229,32320,25507,26353,94669,99925,74438,23089,36086,54740,76774,13097,14882,14318,13932,13534,13327,17509,5592,6911,3723,3730,3217
10640,10311,9074,11311,11751,26528,11362,106513,27500,56549,18828,36249,9882,9667,38337,36153,6059,1196,8057,7613,8352,8185,2244,19206,15413,12621,16141,16873,62080,18183,23909,3327,5367,13121,5108,9186,7917,47972,44767,45190,45886,45580,44647,25754,26223,32198,25549,26384,94627,99694,74437,23060,36024,54726,76774,13136,14901,14322,13956,13542,13341,17514,5586,6910,3710,3730,3229
10625,10291,9072,11297,11697,26563,11339,106487,27335,56469,18843,35987,9882,9676,38343,36193,6053,1199,8080,7647,8339,8176,2243,19280,15569,12710,16387,16749,62717,18048,23948,3320,5344,13110,5108,9206,7978,47963,44765,45212,45886,45660,44673,25780,26189,32267,25549,26359,94627,99694,74485,23098,35986,54707,76822,13131,14892,14327,13953,13542,13332,17509,5592,6910,3717,3753,3259
10629,10306,9080,11298,11695,26507,11372,106365,27278,56540,18843,35986,9886,9678,38331,36171,6075,1190,8121,7596,8367,8228,2244,19207,15703,12823,16210,16536,62415,17952,23857,3317,5325,13032,5024,9182,8002,48009,44781,45255,45932,45940,44827,25599,26126,32326,25521,26339,94683,99731,74476,23098,35986,54717,76856,13133,14882,14369,13981,13576,13355,17500,5592,6911,3717,3758,3259
10644,10342,9083,11300,11695,26539,11345,106417,27222,56594,18841,35968,9882,9676,38325,36138,6045,1171,8113,7637,8337,8201,2244,19222,15843,13167,16317,16673,62458,17991,23813,3319,5365,13067,4926,9163,8081,48028,44804,45266,45977,45940,44827,25590,26126,32267,25342,26135,94570,99716,74486,23098,35981,54726,76933,13117,14915,14322,13963,13534,13336,17509,5592,6911,3717,3758,3536
10620,10320,9071,11291,11694,26583,11328,106391,27283,56397,18800,36056,9891,9683,38354,36122,6054,1192,8092,7658,8349,8175,2244,19265,15756,13145,16271,16658,62323,17974,23900,3285,5296,13028,4948,9219,8212,48018,44799,45185,45977,45940,44814,25553,26084,32267,25406,26167,94599,99470,74543,23117,35976,54712,76904,13127,14934,14332,13944,13548,13374,17500,5592,7121,3715,3764,3259
10625,10356,9080,11280,11719,26552,11332,106287,27290,56580,18770,35991,9897,9686,38302,36051,6024,1172,8108,7633,8342,8202,2243,19084,15670,13364,16491,16667,62280,18139,23904,3300,5269,13057,4974,9191,8220,47995,44715,45174,45886,45860,44801,25641,26158,32326,25416,26156,94542,99679,74639,23136,35976,54712,76865,13117,14915,14332,13981,13608,13355,17495,5592,6931,3709,3771,3234
10640,10339,9103,11301,11780,26596,11362,106319,27340,56541,18788,35995,9902,9690,38301,36157,6034,1191,8135,7653,8353,8232,2244,19361,15832,13565,16544,16705,62267,18049,23885,3327,5296,13137,5049,9265,8309,47850,44816,45161,45738,45860,44711,25906,26323,32376,25634,26285,95203,99115,74681,23187,35947,54816,76990,13157,14923,14314,13957,13639,13376,17505,5652,6983,3734,3780,3242
10617,10381,9099,11254,11721,26563,11349,106330,27369,56629,18784,35839,9894,9689,38155,36031,6051,1184,8015,7659,8337,8234,2244,18871,15826,13793,16756,16497,62441,18032,23870,3304,5312,13093,4952,9232,8702,47780,44757,45185,45886,45860,44801,25567,26216,32379,25456,26258,94585,99679,74649,23165,36005,54812,76909,13121,14878,14332,13972,13590,13355,17500,5595,6918,3722,3765,3260
10622,10363,9106,11250,11710,26553,11362,106330,27439,56406,18767,35957,9900,9695,38179,36061,6026,1178,8177,7667,8360,8251,2248,18710,15904,14934,16716,16430,62323,18010,23828,3301,5284,13087,4878,9169,8705,47771,44746,45201,45886,45860,44801,25567,26258,32279,25461,26205,94736,99679,74624,23241,36025,54810,76909,13130,14887,14332,13977,13618,13355,17505,5587,7122,3719,3765,3232
10611,10317,9091,11251,11727,26537,11364,106175,27467,56441,18736,35897,9882,9672,38225,36116,6028,1150,8170,7680,8377,8275,2245,18849,15811,14493,16897,16429,62563,18092,23794,3300,5272,13083,4813,9221,8854,47847,44807,45258,46214,46146,44954,25750,26202,32318,25466,26258,94679,99864,74471,23181,36049,54803,76942,13126,14901,14363,14019,13590,13368,17542,5627,6949,3739,3783,3261
10615,10318,9095,11251,11741,26551,11333,105407,27584,56505,18698,35924,9880,9680,38192,36063,5978,1192,8196,7659,8374,8255,2245,18855,16002,14557,16984,16235,62305,18035,23662,3278,5300,13099,4958,9247,8907,47780,44703,45239,45929,45875,44764,25573,26065,32214,25531,26197,94978,99538,74602,23129,36126,54837,77206,13161,14958,14410,14043,13629,13419,17523,5629,6836,3732,3774,3251
10640,10331,9103,11282,11654,26556,11349,106237,27570,56536,18633,35906,9883,9692,38170,36049,6022,1163,8039,7686,8363,8236,2246,18884,15823,14688,17153,16322,62041,18053,23785,3297,5329,13061,4958,9240,8933,47792,44678,45220,45976,46042,44875,25567,26074,32247,25498,26213,94636,99682,74936,23219,36202,54858,77485,13315,15136,14491,14146,13712,13491,17560,5615,6895,3721,3768,3245
10643,10327,9091,11248,11697,26525,11348,106316,27596,56424,18694,35984,9881,9688,38196,36065,5985,1155,8002,7682,8383,8273,2242,18829,15928,14794,17139,16425,61646,17974,23785,3294,5299,13083,4915,9201,8945,47824,44688,45209,45886,45960,44827,25642,26101,32259,25480,26237,94550,99508,74917,23282,36246,54877,77311,13300,15126,14462,14108,13670,13481,17551,5592,6885,3716,3720,3233
10637,10355,9105,11250,11719,26508,11352,106261,27604,56388,18697,35948,9889,9684,38164,35982,6041,1166,7997,7650,8407,8253,2246,18837,16090,14815,17208,16487,61737,18026,23851,3305,5277,13074,4982,9182,8975,47826,44624,45212,45886,45960,44840,25673,26153,32291,25507,26255,94535,99664,74908,23236,36225,54898,77308,13288,15097,14444,14089,13650,13402,17555,5574,6862,3707,3738,3225
10630,10356,9117,11235,11737,26515,11355,106278,27622,56692,18737,35934,9892,9677,38172,35955,6029,1164,7984,7664,8373,8242,2245,18876,16556,14863,17284,16251,61745,17893,23835,3303,5217,13043,4832,9121,9017,47789,44707,45234,45886,45880,44801,25608,26226,32372,25585,26346,94613,99679,74427,23222,36148,54812,77240,13275,15137,14477,14119,13669,13470,17560,5582,6858,3720,3733,3235
10654,10382,9131,11248,11739,26509,11383,106322,27657,56406,18754,35936,9883,9678,38202,36040,6052,1179,7919,7677,8365,8292,2236,18792,16876,14939,17454,16334,62263,17854,23772,3308,5233,12991,4896,9117,8993,47807,44718,45250,45932,45960,44827,25693,26223,32337,25544,26302,94641,99694,74351,23246,36143,54798,77255,13299,15135,14476,14121,13691,13488,17560,5606,6913,3693,3730,3251
10653,10346,9126,11248,11698,26539,11373,106243,27643,56629,18700,35908,9880,9676,38171,35979,6076,1158,7920,7675,8363,8279,2234,18622,16915,14935,17543,16351,62423,17832,23791,3323,5278,13113,4933,9200,9041,47868,44815,45317,46326,46115,45056,25561,26182,32391,25612,26345,94438,99647,74424,23234,36038,54790,77067,13254,15117,14486,14100,13668,13451,17536,5587,6819,3707,3719,3223
10661,10348,9146,11245,11713,26496,11359,106278,27622,56375,18665,35830,9883,9674,38153,35951,6085,1173,7942,7669,8340,8207,2233,18663,17102,14994,17643,16289,62558,17832,23696,3306,5304,13035,5017,9213,8943,47814,44830,45245,46022,46038,44906,25465,26203,32287,25507,26237,94438,99765,74305,23163,36009,54658,76981,13282,15075,14458,14104,13668,13475,17541,5570,6830,3705,3730,3182
10665,10373,9153,11254,11739,26355,11383,106235,27557,56321,18617,35931,9892,9698,38171,35971,6041,1153,7929,7672,8357,8261,2233,18912,17174,15249,18023,16319,62554,17828,23713,3311,5284,13048,4971,9283,9003,47794,44718,45145,46159,46000,44788,25604,26142,32267,25659,26208,94697,99701,74356,23208,36052,54731,77183,13313,15067,14458,14100,13679,13442,17541,5576,6818,3702,3716,3201
10673,10382,9164,11259,11715,26482,11380,106130,27613,56384,18625,35931,9891,9677,38182,36018,6061,1157,7960,7681,8343,8243,2233,18838,17408,15452,18278,16376,62215,17867,23700,3322,5289,13052,4925,9313,9695,47743,44744,45242,46068,45900,44763,25678,26226,32233,25688,26126,94697,99239,74361,23250,36114,54769,77163,13327,15057,14467,14096,13641,13498,17551,5576,6829,3697,3716,3205
10680,10398,9168,11243,11710,26459,11343,106243,27587,56420,18677,35931,9892,9678,38134,35953,6043,1159,7995,7683,8338,8249,2231,19067,17390,15397,18313,16563,62189,17819,23717,3326,5328,13035,5073,9290,8943,47729,44755,45242,46114,45900,44763,25780,26226,32430,25773,26140,94866,98866,74322,23241,36048,54774,77154,13350,15025,14435,14084,13636,13516,17564,5565,6767,3694,3717,3208
10670,10405,9163,11256,11736,26460,11356,106237,27486,56432,18660,35927,9896,9682,38144,36001,6046,1157,7991,7700,8306,8254,2230,19128,17684,16061,18683,16219,61866,17782,23724,3329,5337,13026,5215,9199,8832,47708,44720,44799,45929,45980,44703,25960,26378,32424,25874,26364,95043,98758,74160,23234,36048,54885,77286,13343,15020,14439,14071,13652,13507,17546,5583,6856,3695,3725,3216
10666,10438,9148,11241,11638,26507,11370,106255,27500,56333,18659,36363,9921,9688,38228,35901,6011,1151,7977,7720,8333,8252,2229,18986,17750,16723,18982,16223,62060,17849,23806,3369,5396,13146,5239,9187,8702,47686,44697,44839,46068,45980,44737,25838,26298,32209,25770,26331,95092,99776,74285,23330,36203,54998,77300,13285,14909,14388,13990,13574,13512,17596,5538,7014,3784,3807,3314
10674,10410,9131,11218,11645,26471,11366,106270,27622,56204,18707,36382,9919,9685,38205,35843,5992,1154,7929,7719,8377,8271,2246,19240,17977,17192,19058,16305,61844,17880,23842,3374,5457,13247,5299,9230,8808,47681,44710,44772,46114,46060,44763,25906,26319,32256,25789,26354,95134,99776,76268,23384,36470,55156,77180,13310,14914,14437,14024,13554,13522,17620,5520,7014,3784,3807,3296
